Error_Rate (%),Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type
1.57,01-01-2024 03:16,01-01-2024 03:16,68.08,7227,1462,6.05,20,Social Media,761,216.05,High,FCFS,Static
1.38,01-01-2024 03:17,01-01-2024 03:17,81.77,4464,2202,4.33,802,Cloud,2660,266.38,Low,Priority-Based,Static
2.5,01-01-2024 03:18,01-01-2024 03:18,80.97,2065,3130,9.49,710,IoT,488,188.64,High,FCFS,Static
1.04,01-01-2024 03:19,01-01-2024 03:19,72.39,808,432,2.84,521,Enterprise DB,3583,204.09,Medium,Round Robin,Dynamic
4.39,01-01-2024 03:20,01-01-2024 03:20,61.36,7549,2852,8.13,823,Enterprise DB,3928,908.78,Low,FCFS,Dynamic
3.94,01-01-2024 03:21,01-01-2024 03:21,16.73,842,342,6.31,319,Cloud,3391,931.83,High,Priority-Based,Static
1.54,01-01-2024 03:22,01-01-2024 03:22,22.93,935,1984,4.08,758,IoT,3142,61.38,Medium,Priority-Based,Dynamic
0.25,01-01-2024 03:23,01-01-2024 03:23,81.88,676,1532,0.51,43,Cloud,4288,597.67,Low,Priority-Based,Static
0.26,01-01-2024 03:24,01-01-2024 03:24,58.51,638,2650,4.74,349,Enterprise DB,1833,568.59,Low,FCFS,Dynamic
1.49,01-01-2024 03:25,01-01-2024 03:25,10.74,693,402,3.13,656,IoT,917,396.64,Medium,ASB-Dynamic-CapsNet,Dynamic
0.74,01-01-2024 03:26,01-01-2024 03:26,18.12,3757,4430,1.49,490,Enterprise DB,1538,635.38,Low,FCFS,Static
4.37,01-01-2024 03:27,01-01-2024 03:27,63.08,7885,3209,1.21,583,Cloud,517,947.89,Medium,ASB-Dynamic-CapsNet,Static
2.1,01-01-2024 03:28,01-01-2024 03:28,10.4,3735,2286,3.8,834,Cloud,3971,178.55,High,FCFS,Static
1.74,01-01-2024 03:29,01-01-2024 03:29,22.86,5780,4390,6.34,748,Cloud,1467,129.21,Low,Round Robin,Static
1.09,01-01-2024 03:30,01-01-2024 03:30,53.9,1442,1650,8.46,102,Cloud,1826,43.06,Medium,Round Robin,Dynamic
4.21,01-01-2024 03:31,01-01-2024 03:31,65.35,5120,1892,2.24,637,Cloud,1131,370.19,Medium,FCFS,Static
3.96,01-01-2024 03:32,01-01-2024 03:32,62.16,4379,746,4.53,853,Social Media,4986,344.25,High,FCFS,Dynamic
1.92,01-01-2024 03:33,01-01-2024 03:33,27.94,6220,4756,4.22,142,Cloud,2975,436.51,Low,FCFS,Static
0.85,01-01-2024 03:34,01-01-2024 03:34,66.97,3613,812,5.38,853,Cloud,4134,508.28,Medium,Round Robin,Static
4.76,01-01-2024 03:35,01-01-2024 03:35,28.98,3462,4608,8.19,998,Enterprise DB,4111,760.25,Medium,ASB-Dynamic-CapsNet,Dynamic
1.58,01-01-2024 03:36,01-01-2024 03:36,36.03,6853,637,5.76,428,Cloud,1061,398.19,Medium,Priority-Based,Static
3.86,01-01-2024 03:37,01-01-2024 03:37,69.72,5336,334,8.54,477,IoT,863,337.31,Low,ASB-Dynamic-CapsNet,Static
2.32,01-01-2024 03:38,01-01-2024 03:38,61.97,5457,2496,5.43,814,Cloud,3996,828.61,Low,FCFS,Dynamic
3.91,01-01-2024 03:39,01-01-2024 03:39,77.94,7942,1604,6.24,453,Social Media,2366,851.3,High,Round Robin,Dynamic
2.41,01-01-2024 03:40,01-01-2024 03:40,62.61,1453,1474,4.66,714,Cloud,2193,240.44,High,Priority-Based,Static
4.63,01-01-2024 03:41,01-01-2024 03:41,55.46,1802,4611,8.32,921,Enterprise DB,322,321.53,High,ASB-Dynamic-CapsNet,Dynamic
4,01-01-2024 03:42,01-01-2024 03:42,17.49,5870,2009,9.28,39,IoT,3694,826.87,Low,FCFS,Static
1.3,01-01-2024 03:43,01-01-2024 03:43,39.42,3881,1015,6.57,978,IoT,1766,88.61,Medium,Round Robin,Dynamic
2.15,01-01-2024 03:44,01-01-2024 03:44,31.22,6339,4058,8.3,307,Cloud,3025,332.59,Low,Round Robin,Static
0.5,01-01-2024 03:45,01-01-2024 03:45,29.52,3380,180,1.06,70,Cloud,4150,453.87,Low,Priority-Based,Dynamic
4.52,01-01-2024 03:46,01-01-2024 03:46,87.84,2687,2183,9.11,467,Cloud,406,195.2,Low,ASB-Dynamic-CapsNet,Dynamic
0.35,01-01-2024 03:47,01-01-2024 03:47,41.45,5387,2788,2.29,982,Cloud,253,188.12,High,Round Robin,Dynamic
0.09,01-01-2024 03:48,01-01-2024 03:48,81.36,1045,1790,2.94,313,Enterprise DB,3795,430.61,Medium,FCFS,Static
2.48,01-01-2024 03:49,01-01-2024 03:49,60.49,6440,856,1.01,967,Enterprise DB,1646,756.98,Low,FCFS,Static
3.02,01-01-2024 03:50,01-01-2024 03:50,73.58,5612,2770,9.67,349,IoT,546,841.83,High,Priority-Based,Static
1.12,01-01-2024 03:51,01-01-2024 03:51,50.21,2427,3851,8.59,870,Cloud,4847,979.44,Low,ASB-Dynamic-CapsNet,Dynamic
2.85,01-01-2024 03:52,01-01-2024 03:52,56.15,6149,3652,9.18,457,Enterprise DB,4982,83.24,Medium,Round Robin,Dynamic
4.48,01-01-2024 03:53,01-01-2024 03:53,49.4,4652,567,8.55,962,Enterprise DB,112,224.52,High,Priority-Based,Dynamic
3.13,01-01-2024 03:54,01-01-2024 03:54,25.62,6755,1594,5.06,845,IoT,1629,759.06,Low,ASB-Dynamic-CapsNet,Dynamic
2.28,01-01-2024 03:55,01-01-2024 03:55,67.8,504,1119,9.28,311,IoT,4384,545.19,High,ASB-Dynamic-CapsNet,Static
0.72,01-01-2024 03:56,01-01-2024 03:56,32.46,3981,1001,9.71,890,Social Media,589,334.4,Medium,Round Robin,Dynamic
0.84,01-01-2024 03:57,01-01-2024 03:57,11.95,6033,772,5.27,549,Enterprise DB,4343,213.53,Medium,Priority-Based,Dynamic
2.42,01-01-2024 03:58,01-01-2024 03:58,61.64,3753,538,2.17,494,IoT,4926,287.67,High,Priority-Based,Static
2.32,01-01-2024 03:59,01-01-2024 03:59,24.17,7680,4322,6.76,86,Enterprise DB,4175,435,Low,Priority-Based,Static
2.61,01-01-2024 04:00,01-01-2024 04:00,85.24,1862,2176,9.77,642,Enterprise DB,2763,185.38,Medium,Priority-Based,Dynamic
2.54,01-01-2024 04:01,01-01-2024 04:01,86.31,2320,544,8.79,524,Cloud,1130,964.58,Medium,ASB-Dynamic-CapsNet,Dynamic
1.71,01-01-2024 04:02,01-01-2024 04:02,83.19,5878,1065,8.69,558,Cloud,1905,116.51,Low,Priority-Based,Dynamic
3.48,01-01-2024 04:03,01-01-2024 04:03,39.61,6733,3890,9.37,953,Cloud,3554,985.72,High,Priority-Based,Static
1.06,01-01-2024 04:04,01-01-2024 04:04,11.24,3163,563,8.99,668,Cloud,3429,843.47,High,Round Robin,Dynamic
4.26,01-01-2024 04:05,01-01-2024 04:05,84.27,3438,2298,7.87,101,Enterprise DB,1648,428.92,Low,FCFS,Dynamic
0.97,01-01-2024 04:06,01-01-2024 04:06,44.25,7341,2387,7.32,860,Social Media,1678,742.42,Medium,ASB-Dynamic-CapsNet,Dynamic
2.08,01-01-2024 04:07,01-01-2024 04:07,87.33,1773,3865,3.02,794,Social Media,3228,674.8,Medium,Round Robin,Static
1.05,01-01-2024 04:08,01-01-2024 04:08,87.09,3826,3276,6.4,475,Social Media,2697,221.15,Low,Round Robin,Dynamic
3.09,01-01-2024 04:09,01-01-2024 04:09,78.24,4159,4108,5.45,475,Enterprise DB,3422,345.68,Low,Round Robin,Static
2.39,01-01-2024 04:10,01-01-2024 04:10,33.56,3445,3604,8.69,898,Social Media,1119,517.99,High,ASB-Dynamic-CapsNet,Static
1.87,01-01-2024 04:11,01-01-2024 04:11,40.81,3518,1012,5.17,608,Enterprise DB,2826,641.47,High,FCFS,Static
2.38,01-01-2024 04:12,01-01-2024 04:12,78.09,1631,596,1.71,49,IoT,1242,547.47,Low,ASB-Dynamic-CapsNet,Static
2.11,01-01-2024 04:13,01-01-2024 04:13,35.35,5263,1563,0.55,699,Social Media,863,478.26,Medium,Priority-Based,Static
4.28,01-01-2024 04:14,01-01-2024 04:14,23.56,7237,4353,6.94,338,Enterprise DB,1202,448.72,High,FCFS,Dynamic
0.62,01-01-2024 04:15,01-01-2024 04:15,54.54,3136,4367,5.72,294,IoT,2805,503.28,Low,ASB-Dynamic-CapsNet,Dynamic
3.97,01-01-2024 04:16,01-01-2024 04:16,84.89,7128,593,3.64,956,Cloud,1933,440.01,Medium,ASB-Dynamic-CapsNet,Static
3.28,01-01-2024 04:17,01-01-2024 04:17,65.68,3529,1526,2.11,563,IoT,317,545.92,High,Priority-Based,Static
1.74,01-01-2024 04:18,01-01-2024 04:18,55.6,3519,1792,4.93,806,IoT,3721,889.11,Low,ASB-Dynamic-CapsNet,Dynamic
4.6,01-01-2024 04:19,01-01-2024 04:19,17.77,5877,1893,1.45,75,Social Media,2862,636.5,Low,FCFS,Static
0.88,01-01-2024 04:20,01-01-2024 04:20,59.2,7282,2823,3.69,645,Cloud,4730,725.39,Medium,Round Robin,Dynamic
1.55,01-01-2024 04:21,01-01-2024 04:21,89.2,5592,758,4.1,666,Cloud,4135,601.51,Medium,ASB-Dynamic-CapsNet,Dynamic
1.87,01-01-2024 04:22,01-01-2024 04:22,21.21,6522,4861,4.92,641,Social Media,433,646.59,Low,ASB-Dynamic-CapsNet,Static
3.24,01-01-2024 04:23,01-01-2024 04:23,51.47,4877,4562,4.93,118,IoT,4006,582.57,Medium,FCFS,Dynamic
4.73,01-01-2024 04:24,01-01-2024 04:24,80.19,7629,649,2.94,424,Enterprise DB,2900,36.6,Low,ASB-Dynamic-CapsNet,Dynamic
2.97,01-01-2024 04:25,01-01-2024 04:25,69.26,3659,742,8.58,101,Social Media,4575,999.6,Medium,Round Robin,Dynamic
4.28,01-01-2024 04:26,01-01-2024 04:26,65.76,5823,4450,3.88,377,IoT,3461,43.27,Medium,Priority-Based,Static
4.52,01-01-2024 04:27,01-01-2024 04:27,66.2,6659,307,2.68,829,Enterprise DB,1099,401.2,High,Priority-Based,Dynamic
2.33,01-01-2024 04:28,01-01-2024 04:28,38.76,7818,2597,2.17,432,Social Media,1883,114.06,High,Priority-Based,Dynamic
2.36,01-01-2024 04:29,01-01-2024 04:29,33.49,5531,4290,3.56,581,Social Media,847,105.96,Medium,Round Robin,Dynamic
1.25,01-01-2024 04:30,01-01-2024 04:30,74.75,753,1983,1.14,871,Cloud,4517,795.59,Low,Priority-Based,Static
3.01,01-01-2024 04:31,01-01-2024 04:31,74.81,5807,2986,0.81,748,Cloud,3025,431.67,Medium,FCFS,Static
0.6,01-01-2024 04:32,01-01-2024 04:32,79.37,828,577,6.25,249,Cloud,1340,803.13,High,FCFS,Static
3.17,01-01-2024 04:33,01-01-2024 04:33,83.06,3091,861,6.38,444,Enterprise DB,2237,280.06,Low,Round Robin,Static
4.46,01-01-2024 04:34,01-01-2024 04:34,50.91,3330,289,5.53,221,Social Media,116,263.9,Medium,Round Robin,Dynamic
3.8,01-01-2024 04:35,01-01-2024 04:35,50.12,3544,855,7.74,409,Cloud,1442,258.72,Medium,Round Robin,Dynamic
3.25,01-01-2024 04:36,01-01-2024 04:36,73.86,1920,1546,0.87,619,Cloud,4041,619.98,Medium,FCFS,Dynamic
4.19,01-01-2024 04:37,01-01-2024 04:37,62,6136,1763,9.39,535,Social Media,3071,816.85,Medium,Round Robin,Dynamic
3.65,01-01-2024 04:38,01-01-2024 04:38,66.16,3901,1935,1.4,739,Enterprise DB,1751,457.74,High,Round Robin,Static
2.65,01-01-2024 04:39,01-01-2024 04:39,73.66,3392,4328,6.9,477,Cloud,628,385.46,High,Priority-Based,Static
2.61,01-01-2024 04:40,01-01-2024 04:40,81.2,5788,4250,1.77,179,IoT,1655,973.84,High,Round Robin,Static
0.54,01-01-2024 04:41,01-01-2024 04:41,37.04,6312,4160,8.86,828,Enterprise DB,4093,125.59,High,ASB-Dynamic-CapsNet,Dynamic
2.17,01-01-2024 04:42,01-01-2024 04:42,40.05,7009,4705,5.35,801,Cloud,2028,491.77,Low,Priority-Based,Static
2.61,01-01-2024 04:43,01-01-2024 04:43,17.52,5797,4865,1.28,884,IoT,4555,414.4,Low,FCFS,Static
2.35,01-01-2024 04:44,01-01-2024 04:44,56.26,1154,3712,6.36,219,Cloud,2930,107.15,Low,FCFS,Dynamic
3.88,01-01-2024 04:45,01-01-2024 04:45,12.88,5981,1789,0.59,265,Enterprise DB,2720,275.52,Medium,FCFS,Dynamic
0.8,01-01-2024 04:46,01-01-2024 04:46,47.25,1259,1416,7.87,692,Social Media,3766,38.16,Low,Priority-Based,Dynamic
3.97,01-01-2024 04:47,01-01-2024 04:47,53.41,7282,4929,6.68,82,Social Media,4985,878.18,High,FCFS,Static
3.71,01-01-2024 04:48,01-01-2024 04:48,32.92,2298,3286,2.52,156,Enterprise DB,4334,611.77,High,Priority-Based,Dynamic
4.5,01-01-2024 04:49,01-01-2024 04:49,57.27,5659,4120,4.06,349,Cloud,4422,816.87,Medium,Priority-Based,Static
1.87,01-01-2024 04:50,01-01-2024 04:50,12.44,3471,4454,0.57,326,Enterprise DB,2204,526.34,Low,ASB-Dynamic-CapsNet,Static
0.88,01-01-2024 04:51,01-01-2024 04:51,12.99,5011,1245,7.09,627,IoT,2854,603.51,Medium,ASB-Dynamic-CapsNet,Dynamic
3.79,01-01-2024 04:52,01-01-2024 04:52,75.81,3926,4494,3.57,615,Cloud,2270,703.85,Medium,ASB-Dynamic-CapsNet,Static
2.94,01-01-2024 04:53,01-01-2024 04:53,38.82,754,660,5.93,584,Enterprise DB,4039,908.93,Low,ASB-Dynamic-CapsNet,Static
3.56,01-01-2024 04:54,01-01-2024 04:54,20.16,5762,2012,9.59,163,Social Media,1048,100.83,Medium,ASB-Dynamic-CapsNet,Dynamic
4.98,01-01-2024 04:55,01-01-2024 04:55,51.78,4323,1964,3.34,264,Enterprise DB,771,337.64,Low,FCFS,Static
0.97,01-01-2024 04:56,01-01-2024 04:56,71.6,2376,396,9.91,360,Cloud,1264,711.94,Low,FCFS,Static
2.06,01-01-2024 04:57,01-01-2024 04:57,27.27,3257,2509,6.51,556,Enterprise DB,1743,958.77,Medium,FCFS,Static
0.96,01-01-2024 04:58,01-01-2024 04:58,59.83,3124,2736,2.8,844,Social Media,3444,981,High,ASB-Dynamic-CapsNet,Dynamic
4.3,01-01-2024 04:59,01-01-2024 04:59,16.83,5495,1561,4.65,321,IoT,4075,641.72,Low,Round Robin,Static
0.08,01-01-2024 05:00,01-01-2024 05:00,14.13,6654,4392,7.53,817,Enterprise DB,3629,201.66,High,FCFS,Dynamic
0.68,01-01-2024 05:01,01-01-2024 05:01,52.51,4621,2368,4.74,774,Enterprise DB,2853,128.02,High,FCFS,Dynamic
1.24,01-01-2024 05:02,01-01-2024 05:02,53.25,3504,1094,1.15,678,IoT,2280,946.58,Low,Round Robin,Static
3.86,01-01-2024 05:03,01-01-2024 05:03,60.99,5016,107,2.1,143,Enterprise DB,4862,439.59,High,ASB-Dynamic-CapsNet,Dynamic
3.14,01-01-2024 05:04,01-01-2024 05:04,68.09,4234,2691,8.02,957,Social Media,508,202.87,Medium,Priority-Based,Static
1.94,01-01-2024 05:05,01-01-2024 05:05,88.07,1744,2615,6.66,138,IoT,1751,934.55,Medium,Round Robin,Dynamic
0.79,01-01-2024 05:06,01-01-2024 05:06,51.3,6472,4515,5.91,445,Social Media,676,113.48,High,Round Robin,Dynamic
1.61,01-01-2024 05:07,01-01-2024 05:07,35.84,7139,1517,2.09,289,Social Media,2506,732.28,Medium,FCFS,Static
3.72,01-01-2024 05:08,01-01-2024 05:08,73.61,5856,2416,8.46,367,Social Media,256,629.01,Low,FCFS,Dynamic
1.91,01-01-2024 05:09,01-01-2024 05:09,31.67,6880,4032,9.63,939,Cloud,3366,96.86,Low,ASB-Dynamic-CapsNet,Static
2.31,01-01-2024 05:10,01-01-2024 05:10,45.12,1508,1387,0.89,892,IoT,1406,345.36,High,Priority-Based,Static
3.04,01-01-2024 05:11,01-01-2024 05:11,16.28,4814,2944,1.24,261,Cloud,4818,158.43,Medium,Priority-Based,Static
4.56,01-01-2024 05:12,01-01-2024 05:12,12.03,2010,1218,8.9,144,Cloud,3646,608.45,High,Round Robin,Static
1.25,01-01-2024 05:13,01-01-2024 05:13,87.01,2459,652,8.25,852,Enterprise DB,1989,482.34,Medium,ASB-Dynamic-CapsNet,Static
2.24,01-01-2024 05:14,01-01-2024 05:14,76.88,3008,760,6.37,532,IoT,2845,14.23,Low,Priority-Based,Dynamic
1.55,01-01-2024 05:15,01-01-2024 05:15,65.68,5258,815,9.48,813,Enterprise DB,4418,975.95,Medium,Round Robin,Static
2.33,01-01-2024 05:16,01-01-2024 05:16,42.72,3182,3685,6.64,669,Cloud,2723,356.09,Medium,FCFS,Static
3.48,01-01-2024 05:17,01-01-2024 05:17,23.86,7811,3861,2.55,328,Enterprise DB,1099,265.62,High,Priority-Based,Static
2.41,01-01-2024 05:18,01-01-2024 05:18,22.51,1489,2629,7.42,89,Social Media,2641,230.22,Low,Round Robin,Static
4.17,01-01-2024 05:19,01-01-2024 05:19,30.02,4784,4070,6.63,200,Cloud,3839,167.23,Medium,Priority-Based,Dynamic
2.77,01-01-2024 05:20,01-01-2024 05:20,53.94,754,3507,9.86,462,Social Media,4054,999.15,Low,ASB-Dynamic-CapsNet,Dynamic
1.93,01-01-2024 05:21,01-01-2024 05:21,67.17,4663,1558,2.53,353,IoT,140,302.16,Medium,Round Robin,Dynamic
3.91,01-01-2024 05:22,01-01-2024 05:22,62.82,5211,3367,6.18,39,Enterprise DB,525,411.46,Low,ASB-Dynamic-CapsNet,Dynamic
2.16,01-01-2024 05:23,01-01-2024 05:23,32.39,6979,954,7.91,423,Cloud,2096,872.64,Medium,Round Robin,Static
2.58,01-01-2024 05:24,01-01-2024 05:24,86.39,7314,4860,3.72,880,IoT,4871,645.47,Low,FCFS,Static
4.97,01-01-2024 05:25,01-01-2024 05:25,69.03,7464,3637,4.11,377,Social Media,3740,375.01,Medium,Priority-Based,Static
3.93,01-01-2024 05:26,01-01-2024 05:26,54.35,5469,1997,8.94,750,Enterprise DB,4075,899.35,Low,FCFS,Static
4.28,01-01-2024 05:27,01-01-2024 05:27,58.94,6943,372,4.34,605,Enterprise DB,3316,752.23,Medium,ASB-Dynamic-CapsNet,Static
2.96,01-01-2024 05:28,01-01-2024 05:28,43.57,6221,4187,6.43,511,Cloud,4679,235.62,Medium,Priority-Based,Static
1.74,01-01-2024 05:29,01-01-2024 05:29,29.82,4952,1372,8.95,671,Enterprise DB,2795,647.3,Low,FCFS,Static
4.96,01-01-2024 05:30,01-01-2024 05:30,38.48,755,4474,2.49,882,Enterprise DB,134,923.17,High,Round Robin,Static
1.22,01-01-2024 05:31,01-01-2024 05:31,70.63,1507,4119,9.83,710,Social Media,2689,501.5,Medium,Round Robin,Static
4.36,01-01-2024 05:32,01-01-2024 05:32,11.15,6996,915,7.17,30,Social Media,4986,736.28,Medium,FCFS,Static
4.56,01-01-2024 05:33,01-01-2024 05:33,19.29,2255,4471,5.21,558,Social Media,126,971.39,High,Priority-Based,Dynamic
4.09,01-01-2024 05:34,01-01-2024 05:34,13.68,3071,1022,4.59,255,IoT,2480,693.51,Medium,ASB-Dynamic-CapsNet,Dynamic
0.57,01-01-2024 05:35,01-01-2024 05:35,13.26,4408,4837,9.57,292,IoT,3554,111.41,Low,Round Robin,Static
4.27,01-01-2024 05:36,01-01-2024 05:36,78.44,3497,4700,2.45,623,Enterprise DB,2474,252.11,High,ASB-Dynamic-CapsNet,Static
3.32,01-01-2024 05:37,01-01-2024 05:37,66.29,3303,4967,3.46,940,IoT,2271,599.15,Medium,Priority-Based,Dynamic
3.4,01-01-2024 05:38,01-01-2024 05:38,47.93,4265,1364,3.42,815,Cloud,455,282.8,Low,Priority-Based,Static
3.93,01-01-2024 05:39,01-01-2024 05:39,17.83,4879,3824,3.25,241,Social Media,2179,957.97,Low,Round Robin,Static
2.45,01-01-2024 05:40,01-01-2024 05:40,49.33,3883,2887,4.95,325,IoT,4166,411.3,High,ASB-Dynamic-CapsNet,Static
1.34,01-01-2024 05:41,01-01-2024 05:41,47.88,598,2822,9.9,847,Enterprise DB,447,462.66,High,Priority-Based,Static
2.87,01-01-2024 05:42,01-01-2024 05:42,23.86,696,4323,8.94,809,Social Media,1850,704.59,High,ASB-Dynamic-CapsNet,Static
0.54,01-01-2024 05:43,01-01-2024 05:43,44.71,3029,2650,3.62,345,IoT,3523,529.01,Low,Round Robin,Dynamic
3.37,01-01-2024 05:44,01-01-2024 05:44,41.88,1377,3049,4.52,997,Social Media,1858,388.32,Medium,Round Robin,Static
2.41,01-01-2024 05:45,01-01-2024 05:45,59.27,7893,1773,6.86,985,IoT,3976,85.87,Low,Priority-Based,Dynamic
2.51,01-01-2024 05:46,01-01-2024 05:46,60.81,2368,4687,0.66,420,Enterprise DB,1994,600.48,Low,Priority-Based,Static
0.93,01-01-2024 05:47,01-01-2024 05:47,13.62,7258,3192,8.29,254,IoT,487,868.9,High,ASB-Dynamic-CapsNet,Static
0.21,01-01-2024 05:48,01-01-2024 05:48,39.97,3165,2938,8.86,396,IoT,272,688.9,Medium,Priority-Based,Static
3.06,01-01-2024 05:49,01-01-2024 05:49,60.07,1888,1766,8.64,698,IoT,1660,387.68,Low,Round Robin,Dynamic
3.29,01-01-2024 05:50,01-01-2024 05:50,50.25,2915,4611,4.06,734,Social Media,2010,136.45,High,Priority-Based,Dynamic
2.49,01-01-2024 05:51,01-01-2024 05:51,78.52,1069,2295,4.89,367,IoT,4654,818.17,High,FCFS,Static
3.83,01-01-2024 05:52,01-01-2024 05:52,62.7,3137,1484,0.62,623,IoT,4050,942.33,Medium,Round Robin,Dynamic
2.82,01-01-2024 05:53,01-01-2024 05:53,23.03,7742,4503,4.29,807,IoT,2714,394.39,Medium,ASB-Dynamic-CapsNet,Dynamic
4.24,01-01-2024 05:54,01-01-2024 05:54,15.65,1565,4054,4.87,31,Social Media,1115,731.36,High,Priority-Based,Dynamic
1.44,01-01-2024 05:55,01-01-2024 05:55,61.39,921,2999,9.12,28,Enterprise DB,1326,416.66,Medium,Priority-Based,Static
1.22,01-01-2024 05:56,01-01-2024 05:56,12.12,3383,160,8.99,296,Enterprise DB,653,507.24,Medium,Round Robin,Dynamic
1.31,01-01-2024 05:57,01-01-2024 05:57,56.86,1704,4047,9.68,285,Enterprise DB,238,838.11,Low,Round Robin,Dynamic
0.15,01-01-2024 05:58,01-01-2024 05:58,85.22,1044,2390,8.91,668,IoT,725,92.59,Medium,ASB-Dynamic-CapsNet,Dynamic
4.5,01-01-2024 05:59,01-01-2024 05:59,56.04,4666,572,0.58,907,Social Media,687,535.03,High,Round Robin,Static
5,01-01-2024 06:00,01-01-2024 06:00,41.05,4139,1058,6.59,561,Enterprise DB,2046,222.47,Medium,ASB-Dynamic-CapsNet,Dynamic
4.08,01-01-2024 06:01,01-01-2024 06:01,61.46,7772,632,1.15,688,Enterprise DB,1894,346.41,Low,Priority-Based,Dynamic
2.06,01-01-2024 06:02,01-01-2024 06:02,46.66,1723,593,3.09,612,Enterprise DB,96,647.98,Medium,ASB-Dynamic-CapsNet,Static
1.77,01-01-2024 06:03,01-01-2024 06:03,53.65,3672,181,5.99,81,Cloud,869,36.96,Low,ASB-Dynamic-CapsNet,Static
3.87,01-01-2024 06:04,01-01-2024 06:04,85.32,1267,3070,7.16,374,Social Media,3857,597.89,Medium,ASB-Dynamic-CapsNet,Static
2.55,01-01-2024 06:05,01-01-2024 06:05,40.89,6950,111,6.72,959,Cloud,3072,290.61,Medium,Priority-Based,Dynamic
4.7,01-01-2024 06:06,01-01-2024 06:06,86.9,4157,4644,0.97,804,IoT,1130,672.79,High,FCFS,Static
1.4,01-01-2024 06:07,01-01-2024 06:07,82.43,6302,861,1.48,344,Enterprise DB,3196,150.17,High,FCFS,Static
1.62,01-01-2024 06:08,01-01-2024 06:08,25.66,7020,3285,1.72,661,IoT,1327,738.45,Medium,ASB-Dynamic-CapsNet,Dynamic
4.99,01-01-2024 06:09,01-01-2024 06:09,15.55,1154,125,1.37,760,Social Media,3784,649.18,Medium,Round Robin,Static
4.89,01-01-2024 06:10,01-01-2024 06:10,18.06,7321,1906,2.19,599,IoT,2267,971.53,Low,FCFS,Dynamic
4.43,01-01-2024 06:11,01-01-2024 06:11,11.46,2946,4257,7.04,208,IoT,2936,912.12,Low,Priority-Based,Static
2.02,01-01-2024 06:12,01-01-2024 06:12,17.56,6392,4424,8.39,26,Enterprise DB,845,290.47,High,ASB-Dynamic-CapsNet,Static
4.19,01-01-2024 06:13,01-01-2024 06:13,64.64,720,4802,4.38,227,Social Media,3378,37.04,Medium,FCFS,Dynamic
1.42,01-01-2024 06:14,01-01-2024 06:14,15.7,4166,3759,7.08,750,IoT,3056,658.81,Medium,Priority-Based,Dynamic
1.27,01-01-2024 06:15,01-01-2024 06:15,35.52,4777,1625,2.4,861,Cloud,3234,606.86,Low,ASB-Dynamic-CapsNet,Dynamic
2.73,01-01-2024 06:16,01-01-2024 06:16,77.59,4902,860,9.75,659,Enterprise DB,2439,37.15,Medium,FCFS,Dynamic
4.3,01-01-2024 06:17,01-01-2024 06:17,11.86,3069,694,3.82,156,Cloud,4193,131.45,Medium,ASB-Dynamic-CapsNet,Static
0.49,01-01-2024 06:18,01-01-2024 06:18,75.16,6015,1155,8.54,219,Enterprise DB,3908,588.85,Medium,FCFS,Static
2.83,01-01-2024 06:19,01-01-2024 06:19,32.55,1513,1954,9.48,679,IoT,1268,912.71,Low,FCFS,Dynamic
3.05,01-01-2024 06:20,01-01-2024 06:20,19.45,2551,3183,8.71,423,Enterprise DB,1810,907.44,Low,Round Robin,Static
2.9,01-01-2024 06:21,01-01-2024 06:21,65.74,7506,4016,1.14,674,IoT,774,159.97,Low,FCFS,Dynamic
1.09,01-01-2024 06:22,01-01-2024 06:22,60.32,4485,3775,6.68,865,Cloud,1394,390.73,Medium,Round Robin,Static
0.32,01-01-2024 06:23,01-01-2024 06:23,80.2,5443,2148,1.64,339,IoT,187,52.77,Low,Priority-Based,Dynamic
4.47,01-01-2024 06:24,01-01-2024 06:24,68.81,5399,1558,0.55,904,Enterprise DB,4500,474.58,High,FCFS,Dynamic
2.87,01-01-2024 06:25,01-01-2024 06:25,74.28,7948,1319,0.99,971,Enterprise DB,4956,755.55,High,ASB-Dynamic-CapsNet,Dynamic
3.84,01-01-2024 06:26,01-01-2024 06:26,32.56,4810,4328,9.2,879,Enterprise DB,3604,792.07,Low,Round Robin,Dynamic
1.82,01-01-2024 06:27,01-01-2024 06:27,24.2,3519,4281,9.13,361,Cloud,2809,504,Low,FCFS,Static
0.21,01-01-2024 06:28,01-01-2024 06:28,70.05,4181,1599,2.65,172,Social Media,108,104.91,Medium,Round Robin,Dynamic
1.3,01-01-2024 06:29,01-01-2024 06:29,74.55,1943,1930,5.7,828,Cloud,820,387.55,Low,ASB-Dynamic-CapsNet,Dynamic
0.37,01-01-2024 06:30,01-01-2024 06:30,89.24,4696,3495,9.57,110,IoT,438,932.78,Low,ASB-Dynamic-CapsNet,Static
0.39,01-01-2024 06:31,01-01-2024 06:31,43.01,3510,1303,5.22,336,IoT,3974,237.32,High,ASB-Dynamic-CapsNet,Static
1.07,01-01-2024 06:32,01-01-2024 06:32,39.76,1072,4370,4.24,336,Cloud,3472,326.56,High,Priority-Based,Dynamic
